Number,Year,Title,Genre,Rated,Type,imdbRating,Runtime,Director,Writer,Actors,Language,Country,Awards,imdbVotes,imdbID
15597,1985,Day of the Dead,Horror,UNRATED,movie,7.2,96 min,George A. Romero,George A. Romero,"Lori Cardille, Terry Alexander, Joseph Pilato, Jarlath Conroy",English,USA,2 wins.,"50,111",tt0088993
15598,1999,The Basket,Drama,PG,movie,6.5,105 min,Rich Cowan,"Don Caron (screenplay), Rich Cowan (screenplay), Frank Swoboda (screenplay), Tessa Swoboda (screenplay)","Peter Coyote, Karen Allen, Robert Burke, Amber Willenborg","English, German",USA,4 wins.,450,tt0190255
15599,1974,The Front Page,"Comedy, Drama, Romance",PG,movie,7.3,105 min,Billy Wilder,"Ben Hecht (play), Charles MacArthur (play), Billy Wilder (screenplay), I.A.L. Diamond (screenplay)","Jack Lemmon, Walter Matthau, Susan Sarandon, Vincent Gardenia",English,USA,Nominated for 3 Golden Globes. Another 2 wins & 1 nomination.,"8,932",tt0071524
15600,2004,Lakshya,"War, Drama, Romance",N/A,movie,7.9,186 min,Farhan Akhtar,"Javed Akhtar (dialogue), Javed Akhtar (screenplay), Javed Akhtar (story), Karan Kashyap (dialogue supervisor)","Amitabh Bachchan, Hrithik Roshan, Preity Zinta, Om Puri","Hindi, English",India,3 wins & 10 nominations.,"11,832",tt0323013
15601,1996,Gotti,"Biography, Crime, Drama",R,movie,7.3,116 min,Robert Harmon,"Jerry Capeci (book), Gene Mustain (book), Steve Shagan (teleplay)","Armand Assante, William Forsythe, Richard C. Sarafian, Frank Vincent",English,"USA, Canada",Nominated for 3 Golden Globes. Another 3 wins & 16 nominations.,"4,655",tt0116441
15603,1980,Young Master,"Action, Adventure, Comedy",PG-13,movie,7.3,101 min,Jackie Chan,"Jackie Chan, Tin-Chi Lau, King Sang Tang, Lu Tung","Jackie Chan, Biao Yuen, Pai Wei, Lily Li",Cantonese,Hong Kong,0,"4,763",tt0081499
15606,1988,Alien from L.A.,"Adventure, Comedy, Sci-Fi",PG,movie,3.1,87 min,Albert Pyun,"Debra Ricci, Regina Davis, Albert Pyun, Sandra Berg","Kathy Ireland, William R. Moses, Richard Haines, Don Michael Paul",English,"USA, South Africa",0,"2,914",tt0092532
15608,1972,The Bitter Tears of Petra Von Kant,"Drama, Romance",NOT RATED,movie,7.8,124 min,Rainer Werner Fassbinder,"Rainer Werner Fassbinder (play), Rainer Werner Fassbinder (screenplay)","Margit Carstensen, Hanna Schygulla, Katrin Schaake, Eva Mattes",German,West Germany,3 wins & 3 nominations.,"5,647",tt0068278
15610,1981,The Prowler,"Horror, Mystery, Thriller",R,movie,6.2,89 min,Joseph Zito,"Glenn Leopold, Neal Barbera, Eric Lewald (additional dialogue), Mark Edward Edens (additional dialogue), Michael Edens (additional dialogue)","Vicky Dawson, Christopher Goutman, Lawrence Tierney, Farley Granger",English,USA,0,"6,001",tt0082951
15614,1988,Lemon Sky,Drama,PG-13,movie,6.8,106 min,Jan Egleson,"Lanford Wilson (play), Lanford Wilson (screenplay)","Kevin Bacon, Tom Atkins, Lindsay Crouse, Kyra Sedgwick",English,USA,1 win & 1 nomination.,218,tt0093403
15616,1996,All Dogs Go to Heaven 2,"Animation, Adventure, Family",G,movie,5.4,82 min,"Larry Leker, Paul Sabella","Mark Young (story), Kelly Ward (story), Arne Olsen (screenplay), Kelly Ward (screenplay), Mark Young (screenplay)","Bebe Neuwirth, Ernest Borgnine, Charlie Sheen, Hamilton Camp",English,USA,2 nominations.,"4,131",tt0115509
15617,1996,Hype,"Comedy, Sport",R,movie,5.4,91 min,Reginald Hudlin,"Tony Hendra (screenplay), Ron Shelton (screenplay)","Samuel L. Jackson, Jeff Goldblum, Peter Berg, Corbin Bernsen",English,USA,0,"7,335",tt0116448
15619,1987,House II: The Second Story,"Comedy, Fantasy, Horror",PG-13,movie,5.4,88 min,Ethan Wiley,"Fred Dekker (inspired by an original story by), Ethan Wiley","Arye Gross, Jonathan Stark, Royal Dano, Bill Maher",English,USA,1 nomination.,"7,658",tt0093220
15624,1996,Cosi,"Comedy, Drama, Music",R,movie,6.8,100 min,Mark Joffe,"Louis Nowra (play), Louis Nowra (screenplay)","Ben Mendelsohn, Barry Otto, Toni Collette, Rachel Griffiths",English,Australia,1 win & 2 nominations.,"1,577",tt0115951
15625,2002,Keep the Faith,"Biography, Drama",PG,movie,7.2,107 min,Doug McHenry,Art Washington,"Harry Lennix, Vanessa Williams, Don Allison, Rodger Barton",English,USA,4 wins & 10 nominations.,127,tt0251568
15627,1981,Excalibur,"Adventure, Drama, Fantasy",R,movie,7.4,140 min,John Boorman,"Thomas Malory (book), Rospo Pallenberg (adaptation), Rospo Pallenberg (screenplay), John Boorman (screenplay)","Nigel Terry, Helen Mirren, Nicholas Clay, Cherie Lunghi",English,"USA, UK",Nominated for 1 Oscar. Another 2 wins & 9 nominations.,"46,859",tt0082348
15628,1976,Car Wash,"Comedy, Drama, Romance",PG,movie,5.9,97 min,Michael Schultz,Joel Schumacher,"Darrow Igus, Otis Day, James Spinks, Antonio Fargas","English, Spanish",USA,Nominated for 1 Golden Globe. Another 3 wins & 1 nomination.,"4,847",tt0074281
15629,2004,The Place Promised in Our Early Days,"Animation, Drama, Romance",N/A,movie,7.3,91 min,Makoto Shinkai,"Makoto Shinkai (story), Makoto Shinkai (screenplay), Steven Foster (adaptation)","Hidetaka Yoshioka, Masato Hagiwara, Yuka Nanri, Unshô Ishizuka",Japanese,Japan,1 win.,"8,271",tt0381348
15633,2000,The Thin Blue Lie,Drama,R,movie,5.6,97 min,Roger Young,Daniel Helfgott,"Rob Morrow, Randy Quaid, Paul Sorvino, Cynthia Preston",English,USA,0,287,tt0223384
15634,1974,Where the Red Fern Grows,"Drama, Family",G,movie,6.9,97 min,Norman Tokar,"Wilson Rawls (based on the novel ""Where The Red Fern Grows"" as written and told by), Douglas C. Stewart (screenplay), Eleanor Lamb (screenplay), Douglas C. Stewart","James Whitmore, Beverly Garland, Jack Ging, Lonny Chapman",English,USA,0,"2,287",tt0072402
15635,2004,Frog-g-g!,"Sci-Fi, Comedy, Horror",UNRATED,movie,4.4,80 min,Cody Jarrett,Cody Jarrett,"Kristi Russell, Ariadne Shaffer, Robert Patrick Brink, Michael McConnohie",English,USA,1 win.,269,tt0308281
15640,1994,Wild Reeds,Drama,NOT RATED,movie,7.6,110 min,André Téchiné,"Olivier Massart, Gilles Taurand, André Téchiné","Élodie Bouchez, Gaël Morel, Stéphane Rideau, Frédéric Gorny",French,France,8 wins & 6 nominations.,"4,126",tt0111019
15642,1991,Servants of Twilight,"Horror, Thriller",R,movie,5.2,95 min,Jeffrey Obrow,"Dean R. Koontz (novel), Jeffrey Obrow (screenplay), Stephen Carpenter (screenplay)","Bruce Greenwood, Jarrett Lennon, Belinda Bauer, Grace Zabriskie",English,USA,1 nomination.,582,tt0102882
15643,1987,The Secret Garden,"Family, Drama",PG,movie,7.3,100 min,Alan Grint,"Blanche Hanalis (teleplay), Frances Hodgson Burnett (novel)","Gennie James, Barret Oliver, Jadrien Steele, Michael Hordern",English,"UK, USA",0,"1,161",tt0093935
15644,1998,Bobby Darin: Beyond the Song,"Documentary, Biography",N/A,movie,8.3,90 min,"Henry Astor, Jason Cilo",Jason Cilo,"Bobby Darin, Dick Clark, Dodd Darin, Connie Francis",English,USA,0,20,tt0291765
15645,1961,Homicidal,"Horror, Mystery, Thriller",UNRATED,movie,6.9,87 min,William Castle,Robb White,"Glenn Corbett, Patricia Breslin, Eugenie Leontovich, Alan Bunce",English,USA,0,"1,975",tt0054988
15647,1987,Creepshow 2,"Comedy, Fantasy, Horror",R,movie,6,92 min,Michael Gornick,"Stephen King (stories), George A. Romero (screenplay)","Domenick John, Tom Savini, George Kennedy, Philip Dore",English,USA,1 nomination.,"16,130",tt0092796
15649,1934,Of Human Bondage,"Drama, Romance",NOT RATED,movie,7.3,83 min,John Cromwell,"Lester Cohen (screen play), W. Somerset Maugham (from the novel by)","Leslie Howard, Bette Davis, Frances Dee, Kay Johnson",English,USA,0,"4,397",tt0025586
15651,1997,Oliver Twist,"Crime, Drama, Family",UNRATED,movie,6.3,91 min,Tony Bill,"Charles Dickens (novel), Monte Merrick","Richard Dreyfuss, Elijah Wood, David O'Hara, Alex Trench",English,USA,Nominated for 1 Primetime Emmy. Another 2 wins & 3 nominations.,"1,547",tt0119825
15657,1995,Dead Man,"Drama, Fantasy, Western",R,movie,7.7,121 min,Jim Jarmusch,Jim Jarmusch,"Johnny Depp, Gary Farmer, Crispin Glover, Lance Henriksen","English, Cree","USA, Germany, Japan",4 wins & 10 nominations.,"72,656",tt0112817
15659,1962,Judy,Music,N/A,movie,8.8,60 min,Norman Jewison,"John Aylesworth (special material), Frank Peppiatt (special material)","Judy Garland, Frank Sinatra, Dean Martin",English,USA,0,99,tt0307039
15662,1984,The Killing Fields,"Drama, History, War",R,movie,7.9,141 min,Roland Joffé,Bruce Robinson (screenplay),"Sam Waterston, Haing S. Ngor, John Malkovich, Julian Sands","English, French, Khmer, Russian",UK,Won 3 Oscars. Another 24 wins & 22 nominations.,"42,170",tt0087553
15664,1987,I've Heard the Mermaids Singing,"Comedy, Drama",R,movie,7,81 min,Patricia Rozema,Patricia Rozema,"Sheila McCarthy, Paule Baillargeon, Ann-Marie MacDonald, Richard Monette",English,Canada,3 wins & 7 nominations.,"1,191",tt0093239
15667,1996,Mother Night,"Drama, Romance, War",R,movie,7.2,114 min,Keith Gordon,"Kurt Vonnegut Jr. (novel), Robert B. Weide (screenplay)","Nick Nolte, Sheryl Lee, Alan Arkin, Bernard Behrens","English, German, Yiddish",USA,0,"4,206",tt0117093
15668,1947,The Paradine Case,"Crime, Drama, Romance",APPROVED,movie,6.5,125 min,Alfred Hitchcock,"Robert Hichens (from the novel by), Alma Reville (adaptation), David O. Selznick (screen play), James Bridie (treatment in consultation with)","Gregory Peck, Ann Todd, Charles Laughton, Charles Coburn",English,USA,0,"7,594",tt0039694
15669,1997,A Smile Like Yours,"Comedy, Romance",R,movie,4.8,98 min,Keith Samples,"Kevin Meyer, Keith Samples","Greg Kinnear, Lauren Holly, Joan Cusack, Jay Thomas",English,USA,1 nomination.,"1,167",tt0120151
15670,2002,L.A. Law: The Movie,Drama,N/A,movie,6,103 min,Michael Schultz,"William M. Finkelstein, Steven Bochco (television series), Terry Louise Fisher (television series)","Corbin Bernsen, Susan Dey, Larry Drake, Richard Dysart",English,USA,0,227,tt0307078
15671,1987,The Running Man,"Action, Crime, Sci-Fi",R,movie,6.6,101 min,Paul Michael Glaser,"Stephen King (novel), Steven E. de Souza (screenplay)","Arnold Schwarzenegger, Maria Conchita Alonso, Yaphet Kotto, Jim Brown",English,USA,1 win & 3 nominations.,"113,820",tt0093894
15674,1999,Arlington Road,"Crime, Drama, Thriller",R,movie,7.2,117 min,Mark Pellington,Ehren Kruger,"Jeff Bridges, Tim Robbins, Joan Cusack, Hope Davis",English,USA,5 nominations.,"70,575",tt0137363
15675,1995,Anne Frank Remembered,"Documentary, Biography, War",PG,movie,8.2,122 min,Jon Blair,"Jon Blair, Anne Frank (diary)","Kenneth Branagh, Janny Brandes-Brilslijper, Glenn Close, Rose De Liema",English,"UK, USA, Netherlands",Won 1 Oscar. Another 8 wins & 5 nominations.,809,tt0112373
15677,1998,Pecker,"Comedy, Drama",R,movie,6.4,87 min,John Waters,John Waters,"Edward Furlong, Christina Ricci, Bess Armstrong, Mark Joy",English,USA,2 wins & 1 nomination.,"11,697",tt0126604
15684,2000,Jeff Foxworthy's Comedy Classics,"Documentary, Comedy",N/A,movie,5.4,69 min,Steven Goldman,Jayne Hamil,"Jeff Foxworthy, Will Rogers, Chester Lauck, Norris Goff",English,USA,0,5,tt3496860
15685,1995,Bye Bye Love,Comedy,PG-13,movie,6.1,106 min,Sam Weisman,"Gary David Goldberg, Brad Hall","Matthew Modine, Randy Quaid, Paul Reiser, Janeane Garofalo",English,USA,1 nomination.,"4,087",tt0112606
15686,1972,The Heartbreak Kid,"Comedy, Drama, Romance",PG,movie,6.9,106 min,Elaine May,"Bruce Jay Friedman (story ""A Change of Plan""), Neil Simon (screenplay)","Charles Grodin, Cybill Shepherd, Jeannie Berlin, Audra Lindley",English,USA,Nominated for 2 Oscars. Another 3 wins & 6 nominations.,"2,854",tt0068687
15687,2004,Vampiyaz,"Crime, Horror",R,movie,2,83 min,John Bacchus,John Bacchus,"Richard Carroll Jr., Malik Burke, Lila Blake Palmer, Jenicia Garcia",English,USA,0,243,tt0415348
15695,1973,Shamus,"Action, Comedy, Crime",PG,movie,6,106 min,Buzz Kulik,Barry Beckerman,"Burt Reynolds, Dyan Cannon, John P. Ryan, Joe Santos",English,USA,0,788,tt0070680
15696,1954,Demetrius and the Gladiators,"Action, Drama, History",APPROVED,movie,6.6,101 min,Delmer Daves,"Philip Dunne, Lloyd C. Douglas (based on a character created by: in ""The Robe"")","Victor Mature, Susan Hayward, Michael Rennie, Debra Paget",English,USA,0,"2,295",tt0046899
15697,1997,Future War,"Action, Fantasy, Sci-Fi",UNRATED,movie,1.7,90 min,Anthony Doublin,"David Huey (story), Dom Magwili (story), Dom Magwili (screenplay)","Daniel Bernhardt, Robert Z'Dar, Travis Brooks Stewart, Kazja",English,USA,0,"3,520",tt0113135
15698,1995,Fair Game,"Action, Crime, Romance",R,movie,4.1,91 min,Andrew Sipes,"Paula Gosling (novel), Charlie Fletcher (screenplay)","William Baldwin, Cindy Crawford, Steven Berkoff, Christopher McDonald","English, Russian",USA,4 nominations.,"10,221",tt0113010
15700,1988,The Land Before Time,"Animation, Adventure, Family",G,movie,7.3,69 min,Don Bluth,"Stu Krieger (screenplay), Judy Freudberg (story), Tony Geiss (story)","Judith Barsi, Pat Hingle, Gabriel Damon, Helen Shaver",English,"USA, Ireland",2 nominations.,"62,111",tt0095489
15702,1977,Close Encounters of the Third Kind,"Drama, Sci-Fi",PG,movie,7.7,137 min,Steven Spielberg,Steven Spielberg,"Richard Dreyfuss, François Truffaut, Teri Garr, Melinda Dillon","English, French, Spanish, Hindi",USA,Won 1 Oscar. Another 13 wins & 37 nominations.,"141,335",tt0075860
15703,1995,Buffalo Girls,Western,N/A,movie,6.8,180 min,Rod Hardy,"Larry McMurtry (novel), Cynthia Whitcomb (teleplay)","Anjelica Huston, Melanie Griffith, Gabriel Byrne, Peter Coyote",English,USA,Nominated for 2 Golden Globes. Another 1 win & 13 nominations.,626,tt0111903
15706,1989,Going Overboard,Comedy,R,movie,1.9,99 min,Valerie Breiman,"Valerie Breiman, Adam Sandler (additional material), Scott LaRose (additional material)","Burt Young, Adam Sandler, Scott LaRose, Lisa Collins",English,USA,0,"10,596",tt0096870
15707,2000,The Debut,"Comedy, Drama",R,movie,6.6,88 min,Gene Cajayon,"Gene Cajayon, John Manal Castro","Dante Basco, Jayson Schaal, Brian Card, Mindy Spence","English, Tagalog, Filipino",USA,4 wins.,578,tt0163745
15710,1994,Lassie,"Family, Adventure",PG,movie,5.9,94 min,Daniel Petrie,"Eric Knight (character of Lassie), Matthew Jacobs, Gary Ross, Elizabeth Anderson","Tom Guiry, Helen Slater, Jon Tenney, Brittany Boyd",English,USA,1 win & 1 nomination.,"3,850",tt0110305
15712,2003,Cradle 2 the Grave,"Action, Crime, Drama",R,movie,5.8,101 min,Andrzej Bartkowiak,"John O'Brien (story), John O'Brien (screenplay), Channing Gibson (screenplay)","Jet Li, DMX, Anthony Anderson, Kelly Hu","English, Mandarin, Korean",USA,6 nominations.,"34,969",tt0306685
15714,1999,Wild Zero,"Comedy, Horror, Music",N/A,movie,6.6,98 min,Tetsuro Takeuchi,"Satoshi Takagi, Tetsuro Takeuchi","Guitar Wolf, Drum Wolf, Bass Wolf, Masashi Endô",Japanese,Japan,1 win.,"2,913",tt0267116
15715,2002,Real Women Have Curves,"Comedy, Drama",PG-13,movie,7,90 min,Patricia Cardoso,"Josefina Lopez (play), George LaVoo (teleplay), Josefina Lopez (teleplay)","America Ferrera, Lupe Ontiveros, Ingrid Oliu, George Lopez","English, Spanish",USA,7 wins & 4 nominations.,"6,032",tt0296166
15718,1977,Desperate Living,"Comedy, Crime, Fantasy",N/A,movie,7.2,90 min,John Waters,John Waters,"Liz Renay, Mink Stole, Susan Lowe, Edith Massey",English,USA,0,"3,700",tt0075936
15720,2003,Barbie of Swan Lake,"Animation, Family",N/A,movie,6.2,81 min,Owen Hurley,"Elana Lesser, Cliff Ruby","Kelly Sheridan, Mark Hildreth, Kelsey Grammer, Maggie Wheeler",English,USA,2 nominations.,"2,532",tt0383206
15722,1974,Claudine,"Comedy, Drama, Romance",PG,movie,7.2,92 min,John Berry,"Lester Pine, Tina Pine","Diahann Carroll, James Earl Jones, Lawrence Hilton-Jacobs, Tamu Blackwell",English,USA,Nominated for 1 Oscar. Another 2 wins & 4 nominations.,"1,143",tt0071334
15724,1950,Rio Grande,"Romance, Western",APPROVED,movie,7.2,105 min,John Ford,"James Kevin McGuinness (screenplay), James Warner Bellah (Saturday Evening Post story)","John Wayne, Maureen O'Hara, Ben Johnson, Claude Jarman Jr.",English,USA,1 nomination.,"10,484",tt0042895
15725,1981,Take This Job and Shove It,Comedy,PG,movie,4.9,100 min,Gus Trikonis,"Barry Schneider (screenplay), Jeffrey Bernini (story), Barry Schneider (story)","Robert Hays, Barbara Hershey, David Keith, Tim Thomerson",English,USA,0,613,tt0083163
15730,1997,The Peacemaker,"Action, Thriller",R,movie,5.9,124 min,Mimi Leder,"Leslie Cockburn (article), Andrew Cockburn (article), Michael Schiffer (screenplay)","George Clooney, Nicole Kidman, Marcel Iures, Aleksandr Baluev","English, Russian, Serbian, Bosnian, Croatian, Polish",USA,2 nominations.,"46,545",tt0119874
15734,1997,Six Ways to Sunday,"Comedy, Crime, Drama",R,movie,6.5,97 min,Adam Bernstein,"Adam Bernstein, Marc Gerald, Charles Perry (novel)","Norman Reedus, Debbie Harry, Adrien Brody, Paul D'Amato",English,USA,3 nominations.,"1,229",tt0127288
15738,1994,Silent Fall,"Drama, Mystery, Thriller",R,movie,5.9,101 min,Bruce Beresford,Akiva Goldsman,"Richard Dreyfuss, Linda Hamilton, John Lithgow, J.T. Walsh",English,USA,1 nomination.,"2,979",tt0111187
15741,1987,Burglar,"Comedy, Crime",R,movie,5,103 min,Hugh Wilson,"Lawrence Block (novels), Jeph Loeb (screenplay), Matthew Weisman (screenplay), Hugh Wilson (screenplay)","Whoopi Goldberg, Bobcat Goldthwait, G.W. Bailey, Lesley Ann Warren",English,"USA, Canada",0,"3,251",tt0092710
15743,1995,Jefferson in Paris,"Biography, Drama, History",PG-13,movie,5.7,139 min,James Ivory,Ruth Prawer Jhabvala,"Nick Nolte, Gwyneth Paltrow, Estelle Eonnet, Thandie Newton","English, French","USA, France",2 nominations.,"2,435",tt0113463
15744,1955,The Indian Fighter,Western,NOT RATED,movie,6.4,88 min,André De Toth,"Robert L. Richards (story), Frank Davis (screenplay), Ben Hecht (screenplay)","Kirk Douglas, Elsa Martinelli, Walter Matthau, Diana Douglas",English,USA,0,"1,382",tt0048204
15748,1998,Bulworth,"Comedy, Drama, Romance",R,movie,6.8,108 min,Warren Beatty,"Warren Beatty (story), Warren Beatty (screenplay), Jeremy Pikser (screenplay)","Kimberly Deauna Adams, Vinny Argiro, Sean Astin, Kirk Baltz",English,USA,Nominated for 1 Oscar. Another 1 win & 17 nominations.,"22,002",tt0118798
15749,1982,Slumber Party Massacre,"Comedy, Horror",R,movie,5.7,77 min,Amy Holden Jones,Rita Mae Brown,"Michelle Michaels, Robin Stille, Michael Villella, Debra De Liso",English,USA,0,"6,363",tt0084695
15750,2004,FahrenHYPE 9/11,Documentary,NOT RATED,movie,4.8,80 min,Alan Peterson,"Eileen McGann, Dick Morris, Lee Troxler","Dick Morris, Zell Miller, Ed Koch, Ron Silver",English,USA,0,"3,402",tt0427228
15753,1950,Annie Get Your Gun,"Biography, Comedy, Musical",PASSED,movie,7,107 min,"George Sidney, Busby Berkeley","Sidney Sheldon (screenplay), Herbert Fields (book), Dorothy Fields (book)","Betty Hutton, Howard Keel, Louis Calhern, J. Carrol Naish",English,USA,Won 1 Oscar. Another 2 wins & 6 nominations.,"3,168",tt0042200
15754,1997,Breaking Up,"Comedy, Drama, Romance",R,movie,4.9,90 min,Robert Greenwald,"Michael Cristofer (play), Michael Cristofer (screenplay)","Russell Crowe, Salma Hayek, Abraham Alvarez",English,USA,0,"2,286",tt0118772
15755,1988,Big,"Comedy, Drama, Family",PG,movie,7.3,104 min,Penny Marshall,"Gary Ross, Anne Spielberg","Tom Hanks, Elizabeth Perkins, Robert Loggia, John Heard",English,USA,Nominated for 2 Oscars. Another 11 wins & 12 nominations.,"154,912",tt0094737
15756,2004,Pride,"Family, Comedy, Drama",N/A,movie,6.5,90 min,John Downer,Simon Nye,"Kate Winslet, Helen Mirren, Rupert Graves, Sean Bean",English,UK,Nominated for 2 Primetime Emmys. Another 1 win & 1 nomination.,619,tt0363908
15757,1996,Temptress Moon,"Drama, Romance",R,movie,6.9,130 min,Kaige Chen,"Kaige Chen (story), Kei Shu, Anyi Wang (story)","Leslie Cheung, Li Gong, Kevin Lin, Saifei He",Mandarin,"China, Hong Kong",9 nominations.,"1,515",tt0116295
15758,1984,Amadeus,"Biography, Drama, History",R,movie,8.3,160 min,Milos Forman,"Peter Shaffer (original stage play), Peter Shaffer (original screenplay)","F. Murray Abraham, Tom Hulce, Elizabeth Berridge, Roy Dotrice","English, Italian, Latin, German","USA, France",Won 8 Oscars. Another 33 wins & 14 nominations.,"272,663",tt0086879
